"Volg nr.";ID-ON;"SR- Schadenr";"Datum Opname";"Status Schade";Proces;"Status proces";Opmerking1;Bron;"Datum Schouw";Weg;Baan;DVK;Strook;"Hm van";"Tot Hm";"Verl.
Aanw";"Sign.
aanw";"IVON Plan";"Risico klasse";"Ernst klasse";Schadebeeld;"Aantal (stuks)
gaten/ scheuren";"Lengte in m";"Breedte in m";"Opper vlakte in m2";"Huidige deklaag";Lussen;Onderzoek;"Datum Garantie tot1";"Unieke Garantie Code";"Naam Garantiegever";Opmerking2;"Type inzet";"Advies aanpak";Foto's;Schets;"Plan Datum";Opm.;Offertenr.;"Datum Mail Akkoord";Opdrachtnr.;"Opdracht Datum";"Kosten Indicatie";Opmerking3;"Datum Uitvoering";"Type Asfalt";"Datum Garantie tot2";Opmerking4;"Afl. dossier nr.";Volgnr.;"Def. Bedrag";"Datum Ontvangst RWS";"Datum Techn. Akkoord";"Datum Fin. Akkoord";"Datum Akkoord CM";"Datum PV";Opmerking5
128;128;;;;;;;;;;;plan;plan;;;ON;ON;14-12-2017;14-12-2017;A12;A12;HRR;HRR;;;R2;R2;121,340;121,340;;;nee;nee;ja;ja;;;1;1;1;1;gat;gat;1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;129;;;;;;;;;zamen;zamen;hersteld;hersteld;;;;;15-12-2017;15-12-2017;A15;A15;HRL;HRL;;;R2;R2;139,210;139,210;;;nee;nee;nee;nee;;;1;1;1;1;"gat bij kantlijn";"gat bij kantlijn";1;1;;;;;;;ZOAB;ZOAB;;;;;30-4-2019;30-4-2019;;;"De jong en Zoon Beesd B.V.";"De jong en Zoon Beesd B.V.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;130;;;;;;;;;;;Check;Check;;;;;15-12-2017;15-12-2017;A50;A50;HRL;HRL;;;R2;R2;196,650;196,650;;;ja;ja;ja;ja;;;1;1;1;1;"gat op kantlijn RS2 ";"gat op kantlijn RS2 ";1;1;;;;;;;"ZOAB TW";"ZOAB TW";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;131;;;;;;;def;def;;;hersteld;hersteld;;;ON;ON;15-12-2017;15-12-2017;A50;A50;HRL;HRL;;;R3;R3;197,400;197,400;;;ja;ja;nee;nee;;;1;1;1;1;"gaten en rafeling";"gaten en rafeling";>1;>1;"50 m";"50 m";4;4;"200 m2";"200 m2";"ZOAB TW";"ZOAB TW";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9-10-2018;9-10-2018;;;;;;;;;;;;;;;;;;;;;;;;
133;133;;;;;;;;;;;Check;Check;;;;;19-12-2017;19-12-2017;A50;A50;HRL;HRL;;;R3;R3;157,980;157,980;;;ja;ja;ja;ja;;;1;1;1;1;gat;gat;1;1;;;;;;;"ZOAB TW";"ZOAB TW";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;134;;;;;;;;;;;;;;;;;20-12-2017;20-12-2017;A50;A50;HRR;HRR;;;R2;R2;182,900;182,900;;;nee;nee;ja;ja;;;2;2;2;2;"beginnend gat";"beginnend gat";;;;;;;;;OAB;OAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;135;;;;;;;;;;;Hersteld;Hersteld;;;ON;ON;3-1-2018;3-1-2018;A15;A15;HRL;HRL;;;R2;R2;162,050;162,050;;;ja;ja;nee;nee;;;?;?;?;?;gat;gat;1;1;;;;;;;SMA;SMA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;136;;;;;;;;;;;Check;Check;;;;;3-1-2018;3-1-2018;A50;A50;HRR;HRR;;;"R3 + VS";"R3 + VS";158,950;158,950;;;ja;ja;ja;ja;;;3;3;3;3;gat;gat;1;1;;;;;;;"ZOAB TW";"ZOAB TW";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;137;;;;;;;;;;;;;;;;;5-1-2018;5-1-2018;A30;A30;HRL;HRL;;;R1;R1;19,200;19,200;;;nee;nee;nee;nee;;;2;2;2;2;"gat ";"gat ";1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;138;;;;;;;;;;;;;;;;;5-1-2018;5-1-2018;A30;A30;HRL;HRL;;;R1;R1;18,920;18,920;;;nee;nee;nee;nee;;;2;2;2;2;"gat ";"gat ";1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;139;;;;;;;;;;;;;;;;;8-1-2018;8-1-2018;A15;A15;HRL;HRL;;;R1;R1;164,700;164,700;164,695;164,695;nee;nee;nee;nee;;;2;2;2;2;"rafeling met beginnende gaten";"rafeling met beginnende gaten";;;"5 m";"5 m";;;;;ZOAB;ZOAB;Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;140;;;;;;;;;;;;;;;;;8-1-2018;8-1-2018;A50;A50;HRL;HRL;;;R3;R3;190,760;190,760;;;ja;ja;ja;ja;;;2;2;2;2;"beginnende gaten";"beginnende gaten";;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;141;;;;;;;;;;;;;;;;;17-1-2018;17-1-2018;A15;A15;HRL;HRL;;;R1;R1;147,380;147,380;;;nee;nee;nee;nee;;;2;2;1;1;"lichte rafeling";"lichte rafeling";;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;142;;;;;;;;;;;Hersteld;Hersteld;;;ON;ON;17-1-2018;17-1-2018;A15;A15;VWL;VWL;;;R1;R1;140,500;140,500;140,450;140,450;nee;nee;nee;nee;;;?;?;?;?;rafeling;rafeling;;;"50 m";"50 m";4;4;"200 m2";"200 m2";ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;143;;;;;;;;;;;plan;plan;;;ON;ON;19-1-2018;19-1-2018;A12;A12;HRR;HRR;;;R2;R2;128,150;128,150;;;nee;nee;ja;ja;;;1;1;1;1;"gat bij kantstreep";"gat bij kantstreep";1;1;;;;;;;ZOAB;ZOAB;;;;;30-4-2019;30-4-2019;;;"De jong en Zoon Beesd B.V.";"De jong en Zoon Beesd B.V.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;144;;;;;;;;;;;plan;plan;;;;;22-1-2018;22-1-2018;A12;A12;HRL;HRL;;;R2;R2;138,610;138,610;;;ja;ja;ja;ja;;;1;1;1;1;"gat bij detectielussen";"gat bij detectielussen";1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;145;;;;;;;;;;;Hersteld;Hersteld;;;ON;ON;29-1-2018;29-1-2018;A50;A50;HRL;HRL;;;R3;R3;190,220;190,220;;;ja;ja;ja;ja;;;?;?;?;?;"gat in spitsstrook";"gat in spitsstrook";1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;146;;;;;;;;;;;Hersteld;Hersteld;;;ON;ON;29-1-2018;29-1-2018;A50;A50;HRL;HRL;;;R3;R3;188,440;188,440;;;ja;ja;ja;ja;;;?;?;?;?;"gat in spitsstrook";"gat in spitsstrook";1;1;"25 m";"25 m";4;4;"100 m2";"100 m2";ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;147;;;;;;;;;;;Vervolg?;Vervolg?;;;ON;ON;30-1-2018;30-1-2018;A50;A50;VBL;VBL;n;n;R1;R1;157,420;157,420;;;ja;ja;nee;nee;;;2;2;2;2;"gat is VBL vanuit VZP";"gat is VBL vanuit VZP";1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;148;;;;;;;;;;;Hersteld;Hersteld;;;ON;ON;1-2-2018;1-2-2018;A50;A50;HRR;HRR;;;R3;R3;160,020;160,020;160,045;160,045;ja;ja;ja;ja;;;?;?;?;?;"zonk na voegovergang";"zonk na voegovergang";;;"25 m";"25 m";4;4;"100 m2";"100 m2";ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;149;;;;;;;;;;;Check;Check;;;;;2-2-2018;2-2-2018;A50;A50;HRR;HRR;;;R2;R2;182,800;182,800;;;nee;nee;ja;ja;;;1;1;1;1;"gat bij kantstreep";"gat bij kantstreep";1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;150;;;;;;;;;;;Check;Check;;;;;2-2-2018;2-2-2018;A50;A50;HRR;HRR;;;R2;R2;182,900;182,900;;;nee;nee;ja;ja;;;1;1;1;1;"gat bij kantstreep";"gat bij kantstreep";1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;151;;;;;1-12-2018;1-12-2018;Def.;Def.;LVO;LVO;Hold;Hold;;;ON;ON;5-2-2018;5-2-2018;A73;A73;HRR;HRR;;;R2;R2;110,800;110,800;;;nee;nee;nee;nee;;;1;1;1;1;"gat bij kantstreep";"gat bij kantstreep";1;1;;;;;;;ZOAB;ZOAB;-;-;;;-;-;;;;;;;HB;HB;9;9;;;;;4-12-2018;4-12-2018;;;"HB wk 49";"HB wk 49";4-12-2018;4-12-2018;;;4-12-2018;4-12-2018;;;;;4-12-2018;4-12-2018;ZOAB016;ZOAB016;n.v.t.;n.v.t.;;;;;;;;;;;;;;;;;;;;
152;152;;;;;;;;;;;Vervolg?;Vervolg?;;;ON;ON;5-2-2018;5-2-2018;A73;A73;HRR;HRR;;;R2;R2;111,520;111,520;;;nee;nee;nee;nee;;;1;1;1;1;"gat en rafeling";"gat en rafeling";1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;154;;;;;;;;;zamen;zamen;hersteld;hersteld;;;;;12-2-2018;12-2-2018;A15;A15;HRL;HRL;;;R2;R2;140,300;140,300;;;nee;nee;nee;nee;;;1;1;1;1;"gat bij hotbox vak";"gat bij hotbox vak";1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;155;;;;;;;;;;;Check;Check;;;;;12-2-2018;12-2-2018;A15;A15;HRR;HRR;;;R2-3;R2-3;121,850;121,850;;;nee;nee;nee;nee;;;2;2;2;2;"gat in blokkenlijn";"gat in blokkenlijn";1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;156;;;;;;;;;;;Hersteld;Hersteld;;;ON;ON;14-2-2018;14-2-2018;A12;A12;VBL;VBL;;;R1;R1;125,050;125,050;;;nee;nee;nee;nee;;;1;1;1;1;"gaten op VZP";"gaten op VZP";>1;>1;"50 m";"50 m";4;4;"100 m2";"100 m2";DAB;DAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;159;;;;;;;;;;;Vervolg?;Vervolg?;;;ON;ON;14-2-2018;14-2-2018;A50;A50;HRR;HRR;;;R3;R3;185,560;185,560;;;ja;ja;ja;ja;;;2;2;2;2;"gat bij detectielussen";"gat bij detectielussen";1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;160;;;;;;;;;;;Vervolg?;Vervolg?;;;ON;ON;14-2-2018;14-2-2018;A50;A50;HRR;HRR;;;R1;R1;183,810;183,810;;;ja;ja;ja;ja;;;1;1;1;1;"gat bij detectielussen";"gat bij detectielussen";1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;161;;;;;;;;;;;plan;plan;;;ON;ON;14-2-2018;14-2-2018;A12;A12;HRR;HRR;;;R2;R2;121,340;121,340;;;nee;nee;ja;ja;;;1;1;1;1;"gat bij hotbox vak";"gat bij hotbox vak";1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;162;;;;;;;;;;;aanvraag;aanvraag;;;;;14-2-2018;14-2-2018;A12;A12;VWL;VWL;c;c;R2;R2;134,180;134,180;134,150;134,150;ja;ja;nee;nee;;;2;2;2;2;"groot gat bij VRI";"groot gat bij VRI";1;1;"25 m";"25 m";4;4;"100 m2";"100 m2";"ZOAB TW";"ZOAB TW";Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;163;;;;;;;;;;;Vervolg?;Vervolg?;;;ON;ON;19-2-2018;19-2-2018;A12;A12;HRL;HRL;;;R2;R2;146,215;146,215;;;nee;nee;ja;ja;;;1;1;1;1;"gat bij kantlijn";"gat bij kantlijn";1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;164;;;;;;;;;;;Vervolg?;Vervolg?;;;ON;ON;19-2-2018;19-2-2018;A50;A50;HRL;HRL;;;R3;R3;160,750;160,750;;;ja;ja;ja;ja;;;1;1;1;1;"gat ";"gat ";1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;165;;;;;;;;;;;Hersteld;Hersteld;;;;;19-2-2018;19-2-2018;A50;A50;HRL;HRL;;;R2;R2;156,180;156,180;158,150;158,150;ja;ja;ja;ja;;;1;1;1;1;"gat en rafeling";"gat en rafeling";1;1;"25 m";"25 m";4;4;"100 m2";"100 m2";ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;166;;;;;;;;;;;Hersteld;Hersteld;;;;;19-2-2018;19-2-2018;A15;A15;VWR;VWR;j;j;R1;R1;155,800;155,800;;;ja;ja;nee;nee;;;1;1;1;1;gat;gat;1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167;167;;;;;;;;;;;Garantie?;Garantie?;;;ON;ON;19-2-2018;19-2-2018;A12;A12;VWR;VWR;a;a;R3;R3;133,800;133,800;;;ja;ja;nee;nee;;;1;1;1;1;gat;gat;1;1;;;;;;;"combi deklaag";"combi deklaag";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
168;168;;;;;;;;;;;Vervolg?;Vervolg?;;;ON;ON;28-2-2018;28-2-2018;A15;A15;HRR;HRR;;;R2;R2;119,950;119,950;;;nee;nee;nee;nee;;;1;1;1;1;gat;gat;1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;169;;;;;;;;;;;Hersteld;Hersteld;;;;;28-2-2018;28-2-2018;A73;A73;HRR;HRR;;;R2;R2;110,800;110,800;;;nee;nee;nee;nee;;;1;1;1;1;gat;gat;1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;171;;;;;;;;;;;Plan;Plan;;;;;1-3-2018;1-3-2018;A15;A15;HRL;HRL;;;R1;R1;159,950;159,950;;;nee;nee;ja;ja;;;2;2;3;3;"gat bij oude hotbox";"gat bij oude hotbox";1;1;"25 m";"25 m";4;4;"100 m2";"100 m2";ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;172;;;;;;;;;;;Vervolg?;Vervolg?;;;ON;ON;7-3-2018;7-3-2018;A15;A15;VWL;VWL;f;f;R1;R1;162,500;162,500;;;nee;nee;nee;nee;;;1;1;1;1;gat;gat;1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173;173;;;;;;;;;;;Vervolg?;Vervolg?;;;ON;ON;7-3-2018;7-3-2018;A15;A15;VWL;VWL;k;k;R1;R1;162,085;162,085;;;ja;ja;nee;nee;;;1;1;1;1;gat;gat;1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174;174;;;;;;;;;;;Vervolg?;Vervolg?;;;ON;ON;7-3-2018;7-3-2018;A325;A325;VWL;VWL;w;w;R1;R1;134,800;134,800;;;;;;;;;1;1;1;1;gat;gat;1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175;175;;;;;;;;;;;Vervolg?;Vervolg?;;;ON;ON;7-3-2018;7-3-2018;A50;A50;HRL;HRL;;;R3;R3;157,605;157,605;;;ja;ja;ja;ja;;;1;1;1;1;gat;gat;1;1;;;;;;;ZOAB;ZOAB;Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176;176;;;;;;;;;;;Hersteld;Hersteld;;;;;7-3-2018;7-3-2018;A73;A73;HRL;HRL;;;R2;R2;79,952;79,952;;;ja;ja;nee;nee;;;1;1;1;1;gat;gat;1;1;;;;;;;ZOAB;ZOAB;Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;177;;;;;;;;;;;Hersteld;Hersteld;;;;;9-3-2018;9-3-2018;A30;A30;HRL;HRL;;;R3;R3;19,600;19,600;;;nee;nee;nee;nee;;;2;2;2;2;"gaten + rafeling";"gaten + rafeling";>1;>1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;178;;;;;;;;;;;Plan;Plan;;;;;9-3-2018;9-3-2018;A12;A12;HRL;HRL;;;R2;R2;149,850;149,850;;;ja;ja;nee;nee;;;2;2;3;3;gaten;gaten;>1;>1;"25 m";"25 m";4;4;"100 m2";"100 m2";ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
179;179;;;;;;;;;;;Hersteld;Hersteld;;;ON;ON;15-3-2018;15-3-2018;A50;A50;VWL;VWL;;;R1;R1;157,500;157,500;157,300;157,300;ja;ja;ja;ja;;;?;?;?;?;"Gaten en rafeling toerit";"Gaten en rafeling toerit";>1;>1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;180;;;;;;;;;;;Vervolg?;Vervolg?;;;ON;ON;15-3-2018;15-3-2018;A15;A15;HRL;HRL;;;R2-3;R2-3;127,750;127,750;;;nee;nee;nee;nee;;;2;2;2;2;"oude hotbox met beginnend gat";"oude hotbox met beginnend gat";;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;181;;;;;;;;;;;Hersteld;Hersteld;;;;;22-3-2018;22-3-2018;A15;A15;HRR;HRR;;;R1-2;R1-2;159,460;159,460;;;nee;nee;ja;ja;;;1;1;1;1;"Oude hotbox met dwarsscheuren";"Oude hotbox met dwarsscheuren";;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182;182;;;;;;;;;;;;;;;;;22-3-2018;22-3-2018;A30;A30;VWR;VWR;a;a;R1;R1;10,280;10,280;;;ja;ja;nee;nee;;;2;2;2;2;"gat en rafeling";"gat en rafeling";1;1;;;;;;;DAB;DAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
183;183;;;;;;;;;;;Hersteld;Hersteld;;;;;22-3-2018;22-3-2018;A50;A50;HRR;HRR;;;R2;R2;148,800;148,800;148,700;148,700;ja;ja;ja;ja;;;1;1;1;1;"gat en rafeling";"gat en rafeling";1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;184;;;;;;;;;;;Hersteld;Hersteld;;;;;26-3-2018;26-3-2018;A15;A15;HRR;HRR;;;R2;R2;160,800;160,800;161,000;161,000;nee;nee;ja;ja;;;2;2;2;2;"gaten, scheuren rafeling";"gaten, scheuren rafeling";>1;>1;"200 m";"200 m";4;4;"800 m2";"800 m2";ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;185;;;;;;;;;;;Vervolg?;Vervolg?;;;ON;ON;26-3-2018;26-3-2018;A12;A12;VWL;VWL;f;f;R1;R1;128,400;128,400;;;nee;nee;ja;ja;;;1;1;1;1;"openstaande naad en gaten";"openstaande naad en gaten";;;"25 m";"25 m";;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186;186;;;;;;;;;;;Vervolg?;Vervolg?;;;ON;ON;28-3-2018;28-3-2018;A15;A15;HRR;HRR;;;R3;R3;118,600;118,600;;;nee;nee;nee;nee;;;1;1;1;1;"invoeger, gat bij pijl";"invoeger, gat bij pijl";;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;187;;;;;;;;;;;Vervolg?;Vervolg?;;;ON;ON;28-3-2018;28-3-2018;A50;A50;HRR;HRR;;;R3;R3;156,650;156,650;;;ja;ja;ja;ja;;;1;1;1;1;"gat bij kantlijn";"gat bij kantlijn";1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;188;;;;;;;;;;;Vervolg?;Vervolg?;;;ON;ON;28-3-2018;28-3-2018;A12;A12;HRL;HRL;;;R2;R2;133,900;133,900;;;ja;ja;ja;ja;;;1;1;2;2;"gat bij reparatie";"gat bij reparatie";1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;189;;;;;;;;;;;Vervolg?;Vervolg?;;;ON;ON;28-3-2018;28-3-2018;A30;A30;HRR;HRR;;;R3;R3;12,925;12,925;;;nee;nee;nee;nee;;;1;1;1;1;"gat bij lasnaad";"gat bij lasnaad";1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;190;;;;;;;;;;;Vervolg?;Vervolg?;;;ON;ON;28-3-2018;28-3-2018;A30;A30;HRR;HRR;;;R2;R2;21,925;21,925;;;nee;nee;nee;nee;;;1;1;1;1;"gat en rafeling";"gat en rafeling";1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191;191;;;;;;;;;;;Hersteld;Hersteld;;;;;30-3-2018;30-3-2018;A12;A12;HRR;HRR;;;R2;R2;121,350;121,350;;;nee;nee;ja;ja;;;1;1;1;1;"gat voor reparatie bij kantlijn";"gat voor reparatie bij kantlijn";1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
192;192;;;;;;;;;;;plan;plan;;;ON;ON;3-4-2018;3-4-2018;A12;A12;HRL;HRL;;;R2;R2;138,610;138,610;;;ja;ja;ja;ja;;;1;1;2;2;"gat bij kantlijn/lus";"gat bij kantlijn/lus";1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;193;;;;;1-12-2018;1-12-2018;Def.;Def.;LVO;LVO;Hold;Hold;;;ON;ON;12-4-2018;12-4-2018;A15;A15;HRL;HRL;;;R1;R1;131,000;131,000;;;nee;nee;nee;nee;;;1;1;1;1;gat;gat;1;1;;;;;;;ZOAB;ZOAB;-;-;;;-;-;;;;;;;HB;HB;9;9;;;;;4-12-2018;4-12-2018;;;"HB wk 49";"HB wk 49";4-12-2018;4-12-2018;;;4-12-2018;4-12-2018;;;;;4-12-2018;4-12-2018;ZOAB016;ZOAB016;n.v.t.;n.v.t.;;;;;;;;;;;;;;;;;;;;
194;194;;;;;;;;;;;;;;;;;12-4-2018;12-4-2018;A73;A73;HRR;HRR;;;R1-2;R1-2;109,900;109,900;;;nee;nee;nee;nee;;;2;2;2;2;"Boorkernen die openstaan";"Boorkernen die openstaan";;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;195;;;;;;;;;;;;;;;;;12-4-2018;12-4-2018;A12;A12;HRR;HRR;;;R3;R3;129,400;129,400;;;ja;ja;ja;ja;;;2;2;2;2;gat;gat;1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;196;;;;;;;;;zamen;zamen;hersteld;hersteld;;;;;12-4-2018;12-4-2018;A15;A15;HRL;HRL;;;R2;R2;139,600;139,600;;;nee;nee;nee;nee;;;2;2;2;2;gat;gat;1;1;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
