id;"Volg nr.";ID-ON;"SR- Schadenr";"Datum Opname";"Status Schade";Proces;"Status proces";Opmerking1;Bron;"Datum Schouw";Weg;Baan;DVK;Strook;"Hm van";"Tot Hm";"Verl.
Aanw";"Sign.
aanw";"IVON Plan";"Risico klasse";"Ernst klasse";Schadebeeld;"Aantal (stuks)
gaten/ scheuren";"Lengte in m";"Breedte in m";"Opper vlakte in m2";"Huidige deklaag";Lussen;Onderzoek;"Datum Garantie tot1";"Unieke Garantie Code";"Naam Garantiegever";Opmerking2;"Type inzet";"Advies aanpak";Foto's;Schets;"Plan Datum";Opm.;Offertenr.;"Datum Mail Akkoord";Opdrachtnr.;"Opdracht Datum";"Kosten Indicatie";Opmerking3;"Datum Uitvoering";"Type Asfalt";"Datum Garantie tot2";Opmerking4;"Afl. dossier nr.";Volgnr.;"Def. Bedrag";"Datum Ontvangst RWS";"Datum Techn. Akkoord";"Datum Fin. Akkoord";"Datum Akkoord CM";"Datum PV";Opmerking5
125;125;140;140;UP-014;UP-014;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Plan;Plan;;;ON;ON;;;A50;A50;HRR;HRR;;;1R-R;1R-R;203,23;203,23;203,3;203,3;Ja;Ja;Nee;Nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;30-11-2018;30-11-2018;"Ook al op 12, 13, 26 en 27-11";"Ook al op 12, 13, 26 en 27-11";UP-014;UP-014;;;RA-014;RA-014;;;;;"Locatie 1, maatregel 3";"Locatie 1, maatregel 3";30-11-2018;30-11-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
126;126;141;141;UP-016;UP-016;;;2-11-2018;2-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;N35;N35;HRM;HRM;;;1R-R;1R-R;18,2;18,2;18,4;18,4;Nee;Nee;Nee;Nee;;;;;3;3;"Rafeling en stroefheid";"Rafeling en stroefheid";;;;;;;;;DAB;DAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;11-12-2018;11-12-2018;"Vanaf 10-12";"Vanaf 10-12";UP-016;UP-016;;;RA-016;RA-016;;;;;"Locatie 1, maatregel 2";"Locatie 1, maatregel 2";11-12-2018;11-12-2018;DAB;DAB;;;;;;;;;;;;;;;;;;;;;;
127;127;142;142;UP-016;UP-016;;;2-11-2018;2-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;N35;N35;HRM;HRM;;;1R-L;1R-L;17,1;17,1;17,4;17,4;Nee;Nee;Nee;Nee;;;;;3;3;"Rafeling en stroefheid";"Rafeling en stroefheid";;;;;;;;;DAB;DAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;11-12-2018;11-12-2018;"Vanaf 10-12";"Vanaf 10-12";UP-016;UP-016;;;RA-016;RA-016;;;;;"Locatie 1, maatregel 2";"Locatie 1, maatregel 2";11-12-2018;11-12-2018;DAB;DAB;;;;;;;;;;;;;;;;;;;;;;
128;128;143;143;UP-016;UP-016;;;2-11-2018;2-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;N35;N35;HRM;HRM;;;1R-R;1R-R;16,8;16,8;17,27;17,27;Nee;Nee;Nee;Nee;;;;;3;3;"Rafeling en stroefheid";"Rafeling en stroefheid";;;;;;;;;DAB;DAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;11-12-2018;11-12-2018;"Vanaf 10-12";"Vanaf 10-12";UP-016;UP-016;;;RA-016;RA-016;;;;;"Locatie 1, maatregel 2";"Locatie 1, maatregel 2";11-12-2018;11-12-2018;DAB;DAB;;;;;;;;;;;;;;;;;;;;;;
129;129;144;144;UP-016;UP-016;;;2-11-2018;2-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;N35;N35;HRM;HRM;;;1R-L;1R-L;16,7;16,7;16,9;16,9;Nee;Nee;Nee;Nee;;;;;3;3;"Rafeling en stroefheid";"Rafeling en stroefheid";;;;;;;;;DAB;DAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;11-12-2018;11-12-2018;"Vanaf 10-12";"Vanaf 10-12";UP-016;UP-016;;;RA-016;RA-016;;;;;"Locatie 1, maatregel 2";"Locatie 1, maatregel 2";11-12-2018;11-12-2018;DAB;DAB;;;;;;;;;;;;;;;;;;;;;;
130;130;145;145;UP-016;UP-016;;;2-11-2018;2-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;N35;N35;HRM;HRM;;;1R-R;1R-R;16,5;16,5;16,6;16,6;Nee;Nee;Nee;Nee;;;;;3;3;"Rafeling en stroefheid";"Rafeling en stroefheid";;;;;;;;;DAB;DAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;11-12-2018;11-12-2018;"Vanaf 10-12";"Vanaf 10-12";UP-016;UP-016;;;RA-016;RA-016;;;;;"Locatie 1, maatregel 2";"Locatie 1, maatregel 2";11-12-2018;11-12-2018;DAB;DAB;;;;;;;;;;;;;;;;;;;;;;
131;131;146;146;UP-016;UP-016;;;2-11-2018;2-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;N35;N35;HRM;HRM;;;"1R-l; 1U-L";"1R-l; 1U-L";16,1;16,1;16,2;16,2;Nee;Nee;Nee;Nee;;;;;3;3;"Rafeling en stroefheid";"Rafeling en stroefheid";;;;;;;;;DAB;DAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;11-12-2018;11-12-2018;"Vanaf 10-12";"Vanaf 10-12";UP-016;UP-016;;;RA-016;RA-016;;;;;"Locatie 1, maatregel 2";"Locatie 1, maatregel 2";11-12-2018;11-12-2018;DAB;DAB;;;;;;;;;;;;;;;;;;;;;;
132;132;147;147;UP-016;UP-016;;;2-11-2018;2-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;N35;N35;HRM;HRM;;;"1R-R; 1U-R";"1R-R; 1U-R";16;16;16,1;16,1;Nee;Nee;Nee;Nee;;;;;3;3;"Rafeling en stroefheid";"Rafeling en stroefheid";;;;;;;;;DAB;DAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;11-12-2018;11-12-2018;"Vanaf 10-12";"Vanaf 10-12";UP-016;UP-016;;;RA-016;RA-016;;;;;"Locatie 1, maatregel 2";"Locatie 1, maatregel 2";11-12-2018;11-12-2018;DAB;DAB;;;;;;;;;;;;;;;;;;;;;;
133;133;148;148;UP-016;UP-016;;;2-11-2018;2-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;N35;N35;HRM;HRM;;;1R-L;1R-L;11,9;11,9;12;12;Nee;Nee;Nee;Nee;;;;;3;3;"Rafeling en stroefheid";"Rafeling en stroefheid";;;;;;;;;DAB;DAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;11-12-2018;11-12-2018;"Vanaf 10-12";"Vanaf 10-12";UP-016;UP-016;;;RA-016;RA-016;;;;;"Locatie 1, maatregel 2";"Locatie 1, maatregel 2";11-12-2018;11-12-2018;DAB;DAB;;;;;;;;;;;;;;;;;;;;;;
134;134;149;149;UP-016;UP-016;;;2-11-2018;2-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;N35;N35;HRM;HRM;;;1R-R;1R-R;11,8;11,8;11,9;11,9;Nee;Nee;Nee;Nee;;;;;3;3;"Rafeling en stroefheid";"Rafeling en stroefheid";;;;;;;;;DAB;DAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;11-12-2018;11-12-2018;"Vanaf 10-12";"Vanaf 10-12";UP-016;UP-016;;;RA-016;RA-016;;;;;"Locatie 1, maatregel 2";"Locatie 1, maatregel 2";11-12-2018;11-12-2018;DAB;DAB;;;;;;;;;;;;;;;;;;;;;;
135;135;150;150;UP-016;UP-016;;;2-11-2018;2-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;N35;N35;HRM;HRM;;;1R-L;1R-L;25,7;25,7;25,8;25,8;Nee;Nee;Nee;Nee;;;;;3;3;"Rafeling en stroefheid";"Rafeling en stroefheid";;;;;;;;;DAB;DAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;12-12-2018;12-12-2018;;;UP-016;UP-016;;;RA-016;RA-016;;;;;"Locatie 2, maatregel 1";"Locatie 2, maatregel 1";12-12-2018;12-12-2018;DAB;DAB;;;;;;;;;;;;;;;;;;;;;;
136;136;151;151;UP-016;UP-016;;;2-11-2018;2-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;N35;N35;HRM;HRM;;;1R-R;1R-R;25,3;25,3;25,4;25,4;Nee;Nee;Nee;Nee;;;;;3;3;"Rafeling en stroefheid";"Rafeling en stroefheid";;;;;;;;;DAB;DAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;12-12-2018;12-12-2018;;;UP-016;UP-016;;;RA-016;RA-016;;;;;"Locatie 2, maatregel 1";"Locatie 2, maatregel 1";12-12-2018;12-12-2018;DAB;DAB;;;;;;;;;;;;;;;;;;;;;;
137;137;152;152;UP-016;UP-016;;;2-11-2018;2-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;N35;N35;HRM;HRM;;;1R-L;1R-L;25,1;25,1;25,2;25,2;Nee;Nee;Nee;Nee;;;;;3;3;"Rafeling en stroefheid";"Rafeling en stroefheid";;;;;;;;;DAB;DAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;12-12-2018;12-12-2018;;;UP-016;UP-016;;;RA-016;RA-016;;;;;"Locatie 2, maatregel 1";"Locatie 2, maatregel 1";12-12-2018;12-12-2018;DAB;DAB;;;;;;;;;;;;;;;;;;;;;;
138;138;153;153;UP-016;UP-016;;;2-11-2018;2-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;N35;N35;HRM;HRM;;;1U-L;1U-L;22,93;22,93;23,07;23,07;Nee;Nee;Nee;Nee;;;;;3;3;"Rafeling en stroefheid";"Rafeling en stroefheid";;;;;;;;;DAB;DAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;12-12-2018;12-12-2018;;;UP-016;UP-016;;;RA-016;RA-016;;;;;"Locatie 2, maatregel 1";"Locatie 2, maatregel 1";12-12-2018;12-12-2018;DAB;DAB;;;;;;;;;;;;;;;;;;;;;;
139;139;154;154;UP-017;UP-017;;;2-11-2018;2-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;A28;A28;HRL;HRL;;;1R-L;1R-L;35,9;35,9;35,7;35,7;nee;nee;nee;nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;9-11-2018;9-11-2018;;;UP-017;UP-017;;;RA-017;RA-017;;;;;"Locatie 2, maatregel 2";"Locatie 2, maatregel 2";9-11-2018;9-11-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
140;140;155;155;UP-017;UP-017;;;2-11-2018;2-11-2018;Open;Open;LVO;LVO;Plan;Plan;;;ON;ON;;;A28;A28;HRL;HRL;;;1R-L;1R-L;35,1;35,1;35;35;nee;nee;nee;nee;;;;;3;3;Rafeling;Rafeling;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;9-11-2018;9-11-2018;;;UP-017;UP-017;;;RA-017;RA-017;;;;;"Locatie 2, maatregel 2";"Locatie 2, maatregel 2";9-11-2018;9-11-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
141;141;156;156;UP-018;UP-018;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Hersteld;Hersteld;;;ON;ON;;;A28;A28;HRR;HRR;g;g;2R-R;2R-R;114,3;114,3;114,5;114,5;Ja;Ja;Ja;Ja;;;;;3;3;Stroefheid;Stroefheid;;;;;;;;;ZOAB;ZOAB;Ja;Ja;;;;;;;;;;;RB;RB;;;;;Ja;Ja;5-12-2018;5-12-2018;;;UP-018;UP-018;;;RA-018;RA-018;;;;;"Locatie 1, maatregel 1";"Locatie 1, maatregel 1";5-12-2018;5-12-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
142;142;157;157;UP-018;UP-018;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Hersteld;Hersteld;;;ON;ON;;;A28;A28;HRR;HRR;g;g;"1R-R; 2R-R";"1R-R; 2R-R";114,5;114,5;114,52;114,52;Ja;Ja;Ja;Ja;;;;;3;3;Stroefheid;Stroefheid;;;;;;;;;ZOAB;ZOAB;Ja;Ja;;;;;;;;;;;RB;RB;;;;;Ja;Ja;5-12-2018;5-12-2018;;;UP-018;UP-018;;;RA-018;RA-018;;;;;"Locatie 1, maatregel 1";"Locatie 1, maatregel 1";5-12-2018;5-12-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
143;143;158;158;UP-018;UP-018;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Hersteld;Hersteld;;;ON;ON;;;A32;A32;HRR;HRR;g;g;"1R-R; 2R-R";"1R-R; 2R-R";114,52;114,52;5,88;5,88;Ja;Ja;Ja;Ja;;;;;3;3;Stroefheid;Stroefheid;;;;;;;;;DAB;DAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;5-12-2018;5-12-2018;;;UP-018;UP-018;;;RA-018;RA-018;;;;;"Locatie 1, maatregel 1";"Locatie 1, maatregel 1";5-12-2018;5-12-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
144;144;159;159;UP-018;UP-018;;;2-11-2018;2-11-2018;Veilig;Veilig;LVO;LVO;Hersteld;Hersteld;;;ON;ON;;;A32;A32;HRR;HRR;g;g;2R-R;2R-R;5,88;5,88;6,05;6,05;Nee;Nee;Ja;Ja;;;;;3;3;Stroefheid;Stroefheid;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;RB;RB;;;;;Ja;Ja;5-12-2018;5-12-2018;;;UP-018;UP-018;;;RA-018;RA-018;;;;;"Locatie 1, maatregel 1";"Locatie 1, maatregel 1";5-12-2018;5-12-2018;ZOAB;ZOAB;;;;;;;;;;;;;;;;;;;;;;
145;145;160;160;;;;;2-11-2018;2-11-2018;Veilig;Veilig;Spoed;Spoed;Plan;Plan;;;ON;ON;2-11-2018;2-11-2018;A1;A1;HRL;HRL;;;1R-L;1R-L;64;64;64;64;Nee;Nee;Nee;Nee;;;;;2;2;Gat;Gat;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;HB;HB;9;9;Ja;Ja;;;30-11-2018;30-11-2018;;;HB-005;HB-005;15-11-2018;15-11-2018;HB-005;HB-005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;146;161;161;U562S181023101712;U562S181023101712;;;12-11-2018;12-11-2018;Open;Open;Garantie;Garantie;Hold;Hold;;;ON;ON;23-10-2018;23-10-2018;A28;A28;HRL;HRL;;;2R-L;2R-L;61,823;61,823;61,823;61,823;Nee;Nee;Nee;Nee;;;;;3;3;"Diverse scheuren";"Diverse scheuren";;;;;;;;;ZOAB;ZOAB;;;;;30-4-2022;30-4-2022;;;;;;;RB;RB;;;Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;147;162;162;U562S181023112654;U562S181023112654;;;12-11-2018;12-11-2018;Veilig;Veilig;Spoed;Spoed;Plan;Plan;;;ON;ON;23-10-2018;23-10-2018;A28;A28;HRR;HRR;;;2R-R;2R-R;38,78;38,78;38,78;38,78;Nee;Nee;Nee;Nee;;;;;3;3;Gat;Gat;;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;HB;HB;9;9;Ja;Ja;;;30-11-2018;30-11-2018;;;HB-005;HB-005;15-11-2018;15-11-2018;HB-005;HB-005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;148;163;163;U562S181024092542;U562S181024092542;;;12-11-2018;12-11-2018;Veilig;Veilig;Spoed;Spoed;Plan;Plan;;;ON;ON;24-10-2018;24-10-2018;A28;A28;HRR;HRR;;;2R-R;2R-R;98,781;98,781;98,781;98,781;Ja;Ja;Ja;Ja;;;;;3;3;"Diverse gaten";"Diverse gaten";;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;HB;HB;12;12;Ja;Ja;;;29-11-2018;29-11-2018;;;HB-006;HB-006;15-11-2018;15-11-2018;HB-006;HB-006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;149;164;164;U562S181024094123;U562S181024094123;;;12-11-2018;12-11-2018;Open;Open;Spoed;Spoed;Plan;Plan;;;ON;ON;24-10-2018;24-10-2018;A28;A28;HRR;HRR;;;2R-R;2R-R;105,55;105,55;105,55;105,55;Nee;Nee;Ja;Ja;;;;;3;3;"Diverse gaten in reparatievak.";"Diverse gaten in reparatievak.";;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;HB;HB;11;11;Ja;Ja;;;29-11-2018;29-11-2018;;;HB-006;HB-006;15-11-2018;15-11-2018;HB-006;HB-006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;150;165;165;U562S181024094351;U562S181024094351;;;12-11-2018;12-11-2018;Open;Open;Spoed;Spoed;Plan;Plan;;;ON;ON;24-10-2018;24-10-2018;A32;A32;HRR;HRR;;;2R-R;2R-R;7,65;7,65;7,65;7,65;Nee;Nee;Nee;Nee;;;;;3;3;Gaten;Gaten;;;;;;;;;ZOABTW;ZOABTW;;;;;;;;;;;;;HB;HB;9;9;Ja;Ja;;;29-11-2018;29-11-2018;;;HB-006;HB-006;15-11-2018;15-11-2018;HB-006;HB-006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;151;166;166;U562S181024100701;U562S181024100701;;;12-11-2018;12-11-2018;Open;Open;Garantie;Garantie;Hold;Hold;;;ON;ON;24-10-2018;24-10-2018;A32;A32;HRR;HRR;;;2R-R;2R-R;18,98;18,98;18,98;18,98;Nee;Nee;Nee;Nee;;;;;3;3;Gaten;Gaten;;;;;;;;;ZOAB;ZOAB;;;;;15-11-2024;15-11-2024;;;;;;;HB;HB;9;9;Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;152;167;167;U562S181024020521;U562S181024020521;;;12-11-2018;12-11-2018;Veilig;Veilig;Spoed;Spoed;Plan;Plan;;;ON;ON;24-10-2018;24-10-2018;N50;N50;HRL;HRL;;;nvt;nvt;242,867;242,867;242,867;242,867;Ja;Ja;Nee;Nee;;;;;3;3;"Diverse gaten";"Diverse gaten";>5;>5;;;;;;;DAB;DAB;;;;;;;;;;;;;HB;HB;7;7;Ja;Ja;;;3-12-2018;3-12-2018;;;HB-004;HB-004;15-11-2018;15-11-2018;HB-004;HB-004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;153;168;168;U562S181030114024;U562S181030114024;;;12-11-2018;12-11-2018;Open;Open;;;Plan;Plan;;;ON;ON;30-10-2018;30-10-2018;A50;A50;HRR;HRR;;;2R-R;2R-R;218,83;218,83;218,83;218,83;Ja;Ja;Nee;Nee;;;;;3;3;"Gat in rechter rijspoor";"Gat in rechter rijspoor";;;;;;;;;ZOEAB;ZOEAB;;;;;31-12-2018;31-12-2018;;;;;;;HB;HB;10;10;Ja;Ja;;;;;;;HB-009;HB-009;12-12-2018;12-12-2018;HB-009;HB-009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;154;169;169;U562S181030115741;U562S181030115741;;;12-11-2018;12-11-2018;Open;Open;;;Plan;Plan;;;ON;ON;30-10-2018;30-10-2018;A50;A50;HRR;HRR;;;1R-R;1R-R;224,3;224,3;224,3;224,3;Ja;Ja;Nee;Nee;;;;;3;3;"Gaten op de aslijn ";"Gaten op de aslijn ";;;;;;;;;ZOEAB;ZOEAB;;;;;31-12-2018;31-12-2018;;;;;;;HB;HB;10;10;Ja;Ja;;;;;;;HB-009;HB-009;12-12-2018;12-12-2018;HB-009;HB-009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;155;170;170;U562S181030122350;U562S181030122350;;;12-11-2018;12-11-2018;Open;Open;;;Hold;Hold;"Mogelijk met LVO mee";"Mogelijk met LVO mee";ON;ON;30-10-2018;30-10-2018;A50;A50;HRR;HRR;;;3R-R;3R-R;229,775;229,775;229,775;229,775;Ja;Ja;Nee;Nee;;;;;3;3;"Diverse gaten.";"Diverse gaten.";;;;;;;;;ZOAB;ZOAB;;;;;;;;;;;;;HB;HB;10;10;Ja;Ja;;;;;;;HB-006;HB-006;;;;;;;;;"On Hold, mogelijk binnen LVO";"On Hold, mogelijk binnen LVO";;;;;;;;;;;;;;;;;;;;;;;;;;
156;156;171;171;U562S181030123355;U562S181030123355;;;12-11-2018;12-11-2018;Veilig;Veilig;Spoed;Spoed;Plan;Plan;;;ON;ON;30-10-2018;30-10-2018;A28;A28;HRR;HRR;;;4R-R;4R-R;91,15;91,15;91,15;91,15;Ja;Ja;Ja;Ja;;;;;3;3;"Diverse gaten tegen de kantstreep ";"Diverse gaten tegen de kantstreep ";;;;;;;;;ZOABTW;ZOABTW;;;;;;;;;;;;;HB;HB;12;12;Ja;Ja;;;29-11-2018;29-11-2018;;;HB-006;HB-006;15-11-2018;15-11-2018;HB-006;HB-006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;157;172;172;U562S181030012125;U562S181030012125;;;12-11-2018;12-11-2018;Veilig;Veilig;Spoed;Spoed;Plan;Plan;;;ON;ON;30-10-2018;30-10-2018;A28;A28;HRR;HRR;;;3R-R;3R-R;91,7;91,7;91,7;91,7;Ja;Ja;Ja;Ja;;;;;3;3;"Gaten t.h.v. Lus.";"Gaten t.h.v. Lus.";;;;;;;;;ZOABTW;ZOABTW;Ja;Ja;;;;;;;;;;;HB;HB;12;12;Ja;Ja;;;29-11-2018;29-11-2018;;;HB-006;HB-006;15-11-2018;15-11-2018;HB-006;HB-006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;158;173;173;U562S181030013437;U562S181030013437;;;12-11-2018;12-11-2018;Veilig;Veilig;Spoed;Spoed;Plan;Plan;;;ON;ON;30-10-2018;30-10-2018;A28;A28;HRR;HRR;;;3R-R;3R-R;91,8;91,8;91,8;91,8;Ja;Ja;Ja;Ja;;;;;3;3;Gat;Gat;;;;;;;;;ZOABTW;ZOABTW;;;;;;;;;;;;;HB;HB;12;12;Ja;Ja;;;29-11-2018;29-11-2018;;;HB-006;HB-006;15-11-2018;15-11-2018;HB-006;HB-006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;159;174;174;U341S181031115931;U341S181031115931;;;12-11-2018;12-11-2018;Veilig;Veilig;Spoed;Spoed;Plan;Plan;;;ON;ON;31-10-2018;31-10-2018;A28;A28;HRL;HRL;;;2R-L;2R-L;116,5;116,5;116,5;116,5;Nee;Nee;Nee;Nee;;;;;3;3;"Beginnend gat";"Beginnend gat";;;;;;;;;ZOAB+;ZOAB+;;;;;;;;;;;;;HB;HB;9;9;Ja;Ja;;;29-11-2018;29-11-2018;;;HB-006;HB-006;15-11-2018;15-11-2018;HB-006;HB-006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;160;175;175;U341S181031022751;U341S181031022751;;;12-11-2018;12-11-2018;Veilig;Veilig;Spoed;Spoed;Plan;Plan;;;ON;ON;31-10-2018;31-10-2018;A28;A28;HRL;HRL;;;3R-L;3R-L;113,2;113,2;113,2;113,2;Nee;Nee;Ja;Ja;;;;;3;3;"Kleine gaten";"Kleine gaten";;;;;;;;;ZOABTW;ZOABTW;;;;;;;;;;;;;HB;HB;11;11;Ja;Ja;;;29-11-2018;29-11-2018;;;HB-006;HB-006;15-11-2018;15-11-2018;HB-006;HB-006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;161;176;176;U341S181031023456;U341S181031023456;;;12-11-2018;12-11-2018;Open;Open;Monitoren;Monitoren;Hold;Hold;"tot volgend LVO voorstel";"tot volgend LVO voorstel";ON;ON;31-10-2018;31-10-2018;A28;A28;HRL;HRL;;;3R-L;3R-L;103,1;103,1;103,1;103,1;Nee;Nee;Ja;Ja;;;;;3;3;"Langscheuren en rafeling";"Langscheuren en rafeling";;;;;;;;;ZOABTW;ZOABTW;;;;;;;;;;;;;MON;MON;"tot volgend LVO voorstel";"tot volgend LVO voorstel";Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;162;177;177;U341S181031030018;U341S181031030018;;;12-11-2018;12-11-2018;Open;Open;Monitoren;Monitoren;Hold;Hold;"tot GO 2020";"tot GO 2020";ON;ON;31-10-2018;31-10-2018;A1;A1;HRR;HRR;;;3R-R;3R-R;107,183;107,183;107,183;107,183;Ja;Ja;Ja;Ja;;;;;2;2;Rafeling;Rafeling;;;;;;;;;ZOABTW;ZOABTW;;;;;;;;;;;;;MON;MON;"tot GO 2020";"tot GO 2020";Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;163;178;178;U341S181031030427;U341S181031030427;;;12-11-2018;12-11-2018;Open;Open;Monitoren;Monitoren;Hold;Hold;"tot volgend LVO voorstel";"tot volgend LVO voorstel";ON;ON;31-10-2018;31-10-2018;A28;A28;HRL;HRL;;;3R-L;3R-L;112,7;112,7;112,8;112,8;Nee;Nee;Ja;Ja;;;;;3;3;"Rafeling en spoorvorming";"Rafeling en spoorvorming";;;;;;;;;ZOABTW;ZOABTW;;;;;;;;;;;;;MON;MON;"tot volgend LVO voorstel";"tot volgend LVO voorstel";Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;164;179;179;C-541;C-541;;;12-11-2018;12-11-2018;Open;Open;Garantie;Garantie;Hold;Hold;;;WIS;WIS;12-11-2018;12-11-2018;A28;A28;HRL;HRL;;;2R-L;2R-L;109,7;109,7;109,7;109,7;Nee;Nee;Ja;Ja;;;;;3;3;Gaten;Gaten;;;;;;;;;ZOAB+;ZOAB+;;;;;15-10-2022;15-10-2022;;;;;;;HB;HB;11;11;Ja;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;165;180;180;U562S181112094953;U562S181112094953;;;19-11-2018;19-11-2018;Open;Open;Spoed;Spoed;Plan;Plan;;;ON;ON;12-11-2018;12-11-2018;A1;A1;HRR;HRR;;;3R-R;3R-R;107,89;107,89;107,9;107,9;Ja;Ja;Ja;Ja;;;;;3;3;Gaten;Gaten;;;;;;;;;ZOABTW;ZOABTW;Ja;Ja;;;31-12-2021;31-12-2021;;;;;;;KA;KA;"Afgieten reomix / bitumen";"Afgieten reomix / bitumen";Ja;Ja;;;;;;;HB-007;HB-007;29-11-2018;29-11-2018;HB-007;HB-007;;;"? 8.600,00";"? 8.600,00";;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;166;181;181;U562S181112095653;U562S181112095653;;;19-11-2018;19-11-2018;Open;Open;Spoed;Spoed;Plan;Plan;;;ON;ON;12-11-2018;12-11-2018;A1;A1;HRL;HRL;;;2R-L;2R-L;108,62;108,62;108,6;108,6;Ja;Ja;Ja;Ja;;;;;3;3;Gaten;Gaten;3;3;;;;;;;ZOABTW;ZOABTW;;;;;;;;;;;;;HB;HB;12;12;Ja;Ja;;;;;;;HB-007;HB-007;29-11-2018;29-11-2018;HB-007;HB-007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
